,UPC,noSpendWeekCnt,noSpendtotSales,noSpendweeklySales,SpendWeekCnt,totSpend,SpendtotSales,SpendweeklySales,weeklySpend,delWeeklySales,weeklyROI
0,12000002304,12,1647.0199999999998,137.25166666666664,6,33.0,794.36,132.39333333333335,5.5,-4.858333333333292,-0.8833333333333258
1,12000012761,8,516.13,64.51625,10,57.0,1000.22,100.022,5.7,35.505750000000006,6.229078947368422
2,12000012792,11,2050.8399999999997,186.43999999999997,7,28.0,1079.3,154.18571428571428,4.0,-32.254285714285686,-8.063571428571422
3,12000017117,14,706.52,50.465714285714284,4,21.0,124.02999999999999,31.007499999999997,5.25,-19.458214285714288,-3.7063265306122455
4,12000017544,11,3015.71,274.1554545454546,7,37.0,1389.56,198.50857142857143,5.285714285714286,-75.64688311688315,-14.311572481572487
5,12000030680,14,3566.36,254.74,4,6.0,1116.1399999999999,279.03499999999997,1.5,24.29499999999996,16.19666666666664
6,12000032004,16,935.01,58.438125,2,10.0,75.4,37.7,5.0,-20.738124999999997,-4.147625
7,12000032455,11,1139.1599999999999,103.55999999999999,7,40.0,618.98,88.42571428571429,5.714285714285714,-15.134285714285696,-2.6484999999999967
8,12000046513,9,478.41,53.156666666666666,9,1162.0,439.21000000000004,48.80111111111111,129.11111111111111,-4.355555555555554,-0.03373493975903613
9,12000101519,11,1426.88,129.71636363636364,7,42.0,848.65,121.23571428571428,6.0,-8.480649350649358,-1.4134415584415596
10,12000103681,12,1366.41,113.8675,6,20.0,505.84000000000003,84.30666666666667,3.3333333333333335,-29.560833333333335,-8.86825
11,12000104510,11,2724.13,247.64818181818183,7,29.0,1810.38,258.6257142857143,4.142857142857143,10.977532467532484,2.649749216300944
12,12000112249,9,205.35000000000002,22.81666666666667,9,33.0,305.54,33.94888888888889,3.6666666666666665,11.132222222222218,3.0360606060606052
13,12000142079,10,437.82,43.782,8,76.0,359.33,44.91625,9.5,1.1342500000000015,0.11939473684210543
14,12000142086,7,602.8399999999999,86.11999999999999,11,186.0,846.9699999999999,76.99727272727272,16.90909090909091,-9.122727272727275,-0.5395161290322582
15,12000151668,12,571.72,47.64333333333334,6,46.0,362.02000000000004,60.33666666666667,7.666666666666667,12.693333333333335,1.6556521739130436
16,12000161155,16,304.3,19.01875,2,3.0,47.91,23.955,1.5,4.936249999999998,3.2908333333333317
17,12000163241,16,632.95,39.559375,2,3.0,27.3,13.65,1.5,-25.909375000000004,-17.27291666666667
18,12000171437,15,188.01,12.533999999999999,3,4.0,54.410000000000004,18.136666666666667,1.3333333333333333,5.602666666666668,4.202000000000001
19,12000171444,11,2113.62,192.1472727272727,7,51.0,1638.5300000000002,234.07571428571433,7.285714285714286,41.92844155844162,5.75488413547238
20,12000171451,9,2306.65,256.2944444444445,9,185.0,2027.7200000000003,225.30222222222224,20.555555555555557,-30.99222222222224,-1.5077297297297305
21,12000171468,12,173.74000000000004,14.478333333333337,6,15.0,85.39,14.231666666666667,2.5,-0.2466666666666697,-0.09866666666666787
22,12000171475,12,2565.1,213.75833333333333,6,64.0,1034.69,172.44833333333335,10.666666666666666,-41.309999999999974,-3.8728124999999975
23,12000171505,2,280.62,140.31,16,629.0,3368.2500000000005,210.51562500000003,39.3125,70.20562500000003,1.7858346581876001
24,12000171512,11,1142.04,103.82181818181817,7,27.0,858.47,122.63857142857144,3.857142857142857,18.816753246753265,4.878417508417513
25,12000171529,9,2238.7200000000003,248.7466666666667,9,341.0,2658.26,295.3622222222223,37.888888888888886,46.615555555555574,1.2303225806451619
26,12000171864,9,8991.85,999.0944444444444,9,693.0,5502.74,611.4155555555556,77.0,-387.6788888888889,-5.034790764790765
27,12000172090,12,1702.6599999999996,141.8883333333333,6,16.0,1002.07,167.01166666666668,2.6666666666666665,25.12333333333339,9.421250000000022
28,12000172342,10,1862.44,186.244,8,46.0,1674.0400000000002,209.25500000000002,5.75,23.011000000000024,4.0019130434782655
29,12000172489,13,787.01,60.53923076923077,5,91.0,171.09,34.218,18.2,-26.321230769230766,-1.4462214708368553
30,12000286278,12,1865.5200000000002,155.46,6,126.0,866.74,144.45666666666668,21.0,-11.00333333333333,-0.5239682539682539
31,12000286285,7,434.76,62.10857142857143,11,84.0,643.0999999999999,58.463636363636354,7.636363636363637,-3.6449350649350762,-0.4773129251700695
32,12000286292,7,2340.0,334.2857142857143,11,221.0,3544.4300000000003,322.2209090909091,20.09090909090909,-12.06480519480516,-0.6005106658047817
33,12000504044,8,10244.229999999998,1280.5287499999997,10,805.0,12263.710000000001,1226.371,80.5,-54.15774999999962,-0.672767080745337
34,12000504051,12,4255.29,354.6075,6,140.0,1413.8999999999999,235.64999999999998,23.333333333333332,-118.95750000000004,-5.098178571428574
35,12000809941,8,8740.46,1092.5575,10,232.0,16882.62,1688.262,23.2,595.7045,25.67691810344828
36,12000809965,8,6862.57,857.82125,10,319.0,14293.67,1429.367,31.9,571.54575,17.916794670846397
37,12000809972,11,9339.36,849.0327272727274,7,83.0,3564.66,509.2371428571428,11.857142857142858,-339.7955844155845,-28.65745892661556
38,12000809989,11,1492.06,135.64181818181817,7,72.0,592.87,84.69571428571429,10.285714285714286,-50.94610389610388,-4.953093434343432
39,12000809996,11,2724.0700000000006,247.64272727272734,7,32.0,1344.18,192.0257142857143,4.571428571428571,-55.617012987013055,-12.166221590909107
40,12000810008,17,2230.48,131.20470588235295,1,2.0,183.82,183.82,2.0,52.61529411764704,26.30764705882352
41,28400000222,11,825.23,75.02090909090909,7,24.0,695.5,99.35714285714286,3.4285714285714284,24.336233766233775,7.098068181818185
42,28400000246,12,1789.34,149.11166666666665,6,10.0,1154.77,192.46166666666667,1.6666666666666667,43.35000000000002,26.010000000000012
43,28400000789,8,1004.24,125.53,10,31.0,1448.3600000000001,144.836,3.1,19.30600000000001,6.227741935483874
44,28400011099,2,964.67,482.335,16,792.0,16512.44,1032.0275,49.5,549.6924999999999,11.104898989898988
45,28400012348,2,245.76999999999998,122.88499999999999,16,279.0,4012.21,250.763125,17.4375,127.87812500000001,7.333512544802868
46,28400021869,2,506.38,253.19,16,273.0,3791.0099999999998,236.93812499999999,17.0625,-16.251875000000013,-0.9524908424908433
47,28400032810,5,211.15,42.230000000000004,13,164.0,775.7800000000001,59.67538461538462,12.615384615384615,17.44538461538462,1.382865853658537
48,28400032827,6,285.83,47.63833333333333,12,121.0,910.8399999999999,75.90333333333332,10.083333333333334,28.264999999999993,2.8031404958677677
49,28400043892,3,929.67,309.89,15,528.0,5118.200000000001,341.21333333333337,35.2,31.32333333333338,0.8898674242424255
50,28400055970,2,469.74,234.87,16,463.0,5406.839999999999,337.92749999999995,28.9375,103.05749999999995,3.5613822894168448
51,28400068130,7,2828.5299999999997,404.07571428571424,11,656.0,5710.02,519.0927272727273,59.63636363636363,115.01701298701306,1.9286389372822312
52,28400070942,8,1138.17,142.27125,10,46.0,1453.5500000000002,145.35500000000002,4.6,3.083750000000009,0.6703804347826108
53,28400070959,4,345.71999999999997,86.42999999999999,14,65.0,1041.82,74.41571428571429,4.642857142857143,-12.014285714285705,-2.5876923076923055
54,28400089364,3,478.88,159.62666666666667,15,135.0,2658.55,177.23666666666668,9.0,17.610000000000014,1.956666666666668
55,28400090582,2,351.90999999999997,175.95499999999998,16,243.0,3048.16,190.51,15.1875,14.555000000000007,0.958353909465021
56,28400183918,12,2727.35,227.27916666666667,6,278.0,2375.1,395.84999999999997,46.333333333333336,168.5708333333333,3.6382194244604307
57,28400201261,5,815.3699999999999,163.07399999999998,13,167.0,2096.75,161.28846153846155,12.846153846153847,-1.7855384615384366,-0.13899401197604597
58,28400278362,4,517.26,129.315,14,277.0,1202.23,85.87357142857142,19.785714285714285,-43.441428571428574,-2.195595667870036
59,28400278379,8,3.0,0.375,10,128.0,6.0,0.6,12.8,0.22499999999999998,0.017578124999999997
60,28400371858,1,134.82,134.82,17,247.0,2584.61,152.03588235294117,14.529411764705882,17.21588235294118,1.1848987854251014
61,28400372183,9,1078.51,119.83444444444444,9,34.0,887.34,98.59333333333333,3.7777777777777777,-21.24111111111111,-5.622647058823529
62,28400372190,4,410.01,102.5025,14,149.0,1752.96,125.21142857142857,10.642857142857142,22.708928571428572,2.1337248322147655
63,28400589253,2,103.5,51.75,16,132.0,1267.26,79.20375,8.25,27.45375,3.3277272727272726
64,28400619028,1,148.57,148.57,17,238.0,1772.45,104.26176470588236,14.0,-44.30823529411764,-3.1648739495798313
65,28400632188,3,156.43,52.14333333333334,15,115.0,1137.02,75.80133333333333,7.666666666666667,23.657999999999994,3.085826086956521
66,28400636001,3,146.94,48.98,15,172.0,1019.4299999999998,67.96199999999999,11.466666666666667,18.981999999999992,1.6554069767441852
67,28400637640,9,3343.6299999999997,371.5144444444444,9,183.0,3439.2499999999995,382.13888888888886,20.333333333333332,10.624444444444464,0.5225136612021868
68,28400637718,10,2839.7400000000002,283.97400000000005,8,53.0,2791.06,348.8825,6.625,64.90849999999995,9.797509433962256
69,28400639552,3,2978.85,992.9499999999999,15,468.0,17898.82,1193.2546666666667,31.2,200.30466666666678,6.420021367521371
70,28400639767,8,647.0,80.875,10,52.0,909.8899999999999,90.98899999999999,5.2,10.11399999999999,1.944999999999998
71,28400639774,4,-2.5,-0.625,14,640.0,14.07,1.0050000000000001,45.714285714285715,1.6300000000000001,0.03565625
72,28400639781,6,1244.6499999999999,207.44166666666663,12,62.0,2200.38,183.365,5.166666666666667,-24.076666666666625,-4.659999999999992
73,28400639804,12,2561.67,213.4725,6,8.0,1175.85,195.975,1.3333333333333333,-17.497500000000002,-13.123125000000002
74,28400640299,2,115.06,57.53,16,439.0,5205.389999999999,325.33687499999996,27.4375,267.806875,9.760615034168564
75,28400642033,9,13080.210000000001,1453.3566666666668,9,154.0,11719.05,1302.1166666666666,17.11111111111111,-151.24000000000024,-8.838701298701313
76,28400663427,4,253.89,63.4725,14,96.0,1585.56,113.25428571428571,6.857142857142857,49.78178571428572,7.259843750000001
77,28400668705,3,72.12,24.040000000000003,15,59.0,726.57,48.438,3.933333333333333,24.398,6.202881355932203
78,28400668729,3,138.98,46.32666666666666,15,219.0,1118.6,74.57333333333332,14.6,28.246666666666663,1.9347031963470318
79,28400674744,2,228.67000000000002,114.33500000000001,16,665.0,3486.46,217.90375,41.5625,103.56875,2.4918796992481203
80,28400676694,10,645.1500000000001,64.51500000000001,8,201.0,830.0100000000001,103.75125000000001,25.125,39.23625,1.561641791044776
81,28400923347,9,728.4,80.93333333333334,9,46.0,1279.51,142.1677777777778,5.111111111111111,61.23444444444445,11.980652173913045
82,30000010204,12,2619.4799999999996,218.28999999999996,6,162.0,1037.44,172.90666666666667,27.0,-45.3833333333333,-1.680864197530863
83,30000010402,14,14236.710000000001,1016.9078571428572,4,7.0,4256.05,1064.0125,1.75,47.104642857142835,26.916938775510193
84,30000011805,16,2690.82,168.17625,2,3.0,261.79,130.895,1.5,-37.28125,-24.854166666666668
85,30000011904,15,10062.699999999999,670.8466666666666,3,7.0,2418.25,806.0833333333334,2.3333333333333335,135.2366666666668,57.95857142857148
86,30000012000,12,7826.09,652.1741666666667,6,1301.0,4911.37,818.5616666666666,216.83333333333334,166.38749999999993,0.767352036894696
87,30000012109,11,3824.2099999999996,347.6554545454545,7,416.0,2841.2400000000002,405.8914285714286,59.42857142857143,58.23597402597409,0.9799322552447562
88,30000012406,12,3210.3600000000006,267.53000000000003,6,12.0,1495.45,249.24166666666667,2.0,-18.288333333333355,-9.144166666666678
89,30000014998,11,1923.55,174.86818181818182,7,67.0,1874.04,267.71999999999997,9.571428571428571,92.85181818181815,9.70093622795115
90,30000015544,11,3435.5099999999998,312.3190909090909,7,172.0,2811.2800000000007,401.6114285714287,24.571428571428573,89.29233766233779,3.633990486257933
91,30000018002,15,1612.75,107.51666666666667,3,62.0,603.91,201.3033333333333,20.666666666666668,93.78666666666665,4.538064516129031
92,30000018200,12,2627.8500000000004,218.98750000000004,6,99.0,1533.66,255.61,16.5,36.622499999999974,2.219545454545453
93,30000050408,3,229.94,76.64666666666666,15,171.0,1631.7300000000002,108.78200000000001,11.4,32.13533333333335,2.8188888888888903
94,30000053003,3,883.4100000000001,294.47,15,689.0,6051.580000000001,403.43866666666673,45.93333333333333,108.9686666666667,2.372322206095792
95,30000056202,2,188.79000000000002,94.39500000000001,16,282.0,2300.1200000000003,143.75750000000002,17.625,49.36250000000001,2.8007092198581565
96,30000059708,3,720.62,240.20666666666668,15,608.0,5444.78,362.9853333333333,40.53333333333333,122.77866666666662,3.0290789473684203
97,30000060834,7,8217.210000000001,1173.887142857143,11,1444.0,13615.04,1237.730909090909,131.27272727272728,63.84376623376602,0.48634447962010124
98,30000061190,7,6321.950000000001,903.1357142857144,11,355.0,12835.85,1166.8954545454546,32.27272727272727,263.7597402597403,8.172837022132798
99,30000061411,17,7803.000000000002,459.0000000000001,1,16.0,533.0,533.0,16.0,73.99999999999989,4.624999999999993
100,30000061534,3,1347.0,449.0,15,549.0,8409.68,560.6453333333334,36.6,111.64533333333338,3.050418943533699
101,30000063019,11,4025.1,365.91818181818184,7,40.0,2409.24,344.1771428571428,5.714285714285714,-21.74103896103901,-3.8046818181818267
102,30000064412,3,3816.7799999999997,1272.26,15,158.0,21979.01,1465.2673333333332,10.533333333333333,193.00733333333324,18.32348101265822
103,30000067000,4,513.99,128.4975,14,178.0,4390.17,313.5835714285714,12.714285714285714,185.08607142857142,14.557331460674158
104,30000067208,3,507.31000000000006,169.10333333333335,15,190.0,3907.63,260.50866666666667,12.666666666666666,91.40533333333332,7.2162105263157885
105,30000068717,9,2286.13,254.01444444444445,9,36.0,4081.4300000000003,453.49222222222227,4.0,199.47777777777782,49.869444444444454
106,30000169018,8,6422.889999999999,802.8612499999999,10,150.0,10432.760000000002,1043.2760000000003,15.0,240.41475000000037,16.027650000000026
107,30000261927,11,8234.1,748.5545454545455,7,128.0,5970.28,852.8971428571429,18.285714285714285,104.34259740259733,5.706235795454542
108,30000262917,12,3493.71,291.1425,6,15.0,2297.46,382.91,2.5,91.76750000000004,36.707000000000015
109,30000268728,14,6248.33,446.3092857142857,4,11.0,2157.0699999999997,539.2674999999999,2.75,92.95821428571423,33.802987012986996
110,30000269480,11,2631.27,239.20636363636365,7,478.0,4452.860000000001,636.1228571428572,68.28571428571429,396.91649350649357,5.812584632940282
111,30000311806,8,2361.5299999999997,295.19124999999997,10,73.0,2941.4999999999995,294.15,7.3,-1.041249999999991,-0.14263698630136862
112,30000311813,2,1110.67,555.335,16,335.0,6758.549999999999,422.40937499999995,20.9375,-132.92562500000008,-6.348686567164183
113,30000311820,4,2858.92,714.73,14,280.0,11286.649999999998,806.1892857142856,20.0,91.45928571428556,4.572964285714278
114,30000311844,4,1090.35,272.5875,14,148.0,3554.8,253.91428571428574,10.571428571428571,-18.673214285714238,-1.7663851351351307
115,30000314074,3,894.94,298.31333333333333,15,127.0,5805.169999999999,387.01133333333325,8.466666666666667,88.69799999999992,10.476141732283455
116,30000314210,14,1760.41,125.74357142857143,4,18.0,659.36,164.84,4.5,39.096428571428575,8.688095238095238
117,30000315507,14,1965.3000000000002,140.37857142857143,4,10.0,639.98,159.995,2.5,19.61642857142857,7.846571428571428
118,30000315514,12,922.84,76.90333333333334,6,29.0,626.88,104.48,4.833333333333333,27.576666666666668,5.705517241379311
119,30000315521,17,2015.02,118.53058823529412,1,2.0,129.69,129.69,2.0,11.15941176470588,5.57970588235294
120,30000315989,13,3385.1899999999996,260.3992307692307,5,14.0,1061.3400000000001,212.26800000000003,2.8,-48.13123076923068,-17.189725274725244
121,30000316788,13,5205.55,400.4269230769231,5,17.0,2423.21,484.642,3.4,84.21507692307688,24.7691402714932
122,30000316849,15,1416.6599999999999,94.44399999999999,3,206.0,660.0999999999999,220.0333333333333,68.66666666666667,125.58933333333331,1.8289708737864074
123,30000320631,12,1630.1599999999999,135.84666666666666,6,447.0,854.07,142.345,74.5,6.498333333333335,0.08722595078299779
124,30000320938,11,1554.3000000000002,141.3,7,266.0,1748.8799999999999,249.83999999999997,38.0,108.53999999999996,2.8563157894736833
125,30000322291,12,1363.99,113.66583333333334,6,29.0,954.53,159.08833333333334,4.833333333333333,45.4225,9.397758620689656
126,30000322307,12,828.59,69.04916666666666,6,39.0,531.68,88.61333333333333,6.5,19.564166666666665,3.0098717948717946
127,30000560624,17,2500.9799999999996,147.11647058823527,1,2.0,241.15,241.15,2.0,94.03352941176473,47.016764705882366
128,30000560808,3,682.77,227.59,15,176.0,3229.75,215.31666666666666,11.733333333333333,-12.27333333333334,-1.046022727272728
129,30000560815,3,495.63,165.21,15,431.0,2631.17,175.41133333333335,28.733333333333334,10.201333333333338,0.3550348027842229
130,30000562062,14,894.3000000000001,63.87857142857143,4,6.0,242.84,60.71,1.5,-3.1685714285714326,-2.112380952380955
131,30000562147,11,1141.6999999999998,103.79090909090907,7,371.0,578.88,82.69714285714285,53.0,-21.093766233766218,-0.3979955893163437
132,30000562154,12,1170.26,97.52166666666666,6,234.0,592.8,98.8,39.0,1.278333333333336,0.03277777777777784
133,30000562161,14,506.87,36.205,4,9.0,400.37,100.0925,2.25,63.8875,28.394444444444446
134,30000562529,3,1625.8600000000001,541.9533333333334,15,1425.0,12839.970000000001,855.998,95.0,314.04466666666667,3.3057333333333334
135,30000563977,11,3155.33,286.8481818181818,7,288.0,2622.5800000000004,374.6542857142858,41.142857142857146,87.80610389610399,2.1341761363636387
136,30000565247,14,787.54,56.25285714285714,4,14.0,461.39000000000004,115.34750000000001,3.5,59.09464285714287,16.88418367346939
137,30000565674,3,189.8,63.26666666666667,15,826.0,3118.65,207.91,55.06666666666667,144.64333333333332,2.626694915254237
138,30000565896,14,685.62,48.972857142857144,4,157.0,417.9,104.475,39.25,55.50214285714285,1.4140673339399452
139,30000565919,11,158.76,14.432727272727272,7,31.0,283.87,40.55285714285714,4.428571428571429,26.120129870129873,5.898093841642229
140,30000565940,11,113.59,10.326363636363636,7,29.0,70.26,10.037142857142857,4.142857142857143,-0.2892207792207788,-0.06981191222570522
141,52000010879,11,1151.73,104.70272727272727,7,283.0,8089.83,1155.69,40.42857142857143,1050.9872727272727,25.99615162222936
142,52000010886,5,-1.99,-0.398,13,1172.0,13480.5,1036.9615384615386,90.15384615384616,1037.3595384615385,11.506547781569965
143,52000010893,11,1547.08,140.64363636363635,7,121.0,10321.05,1474.435714285714,17.285714285714285,1333.7920779220776,77.16152516904582
144,52000010909,14,194.0900000000001,13.863571428571435,4,210.0,4753.03,1188.2575,52.5,1174.3939285714284,22.369408163265305
145,52000010978,9,-17.51,-1.9455555555555557,9,629.0,14718.67,1635.4077777777777,69.88888888888889,1637.3533333333332,23.427949125596186
146,52000039627,5,147.55,29.51,13,1011.0,2575.8,198.13846153846154,77.76923076923077,168.62846153846155,2.168318496538081
147,52000340242,4,1133.52,283.38,14,811.0,11622.560000000001,830.1828571428572,57.92857142857143,546.8028571428572,9.439260172626387
148,52000506334,6,1607.6,267.93333333333334,12,279.0,4746.51,395.5425,23.25,127.60916666666668,5.488566308243728
149,52000506402,6,1699.43,283.23833333333334,12,840.0,4905.009999999999,408.7508333333333,70.0,125.51249999999993,1.7930357142857134
150,52000506488,6,1998.8,333.1333333333333,12,538.0,5743.500000000001,478.62500000000006,44.833333333333336,145.49166666666673,3.2451672862453544
